key	A07889	A10853	A1448A	A26002	A41a	A9	Alf3	B301DR	B48	BRIP34876	CC1458	CC1513	CC1630	CC440	CC94	CFBP1657	CFBP3846	DC3000	DSM50255	ES4326	HRIW7872	ICMP16944	ICMP18417	ICMP2814	ICMP2855	ICMP4116	ICMP4303	ICMP4917	ICMP5027	ICMP8960	ISPaVe013	NCPPB2598	NP29	P21	P89	PA459	PP1
A07889	0.9906832298136646	0.7463768115942029	0.772256728778468	0.7665631469979296	0.7763975155279503	0.7820910973084886	0.7608695652173914	0.7582815734989649	0.7650103519668737	0.7505175983436853	0.7054865424430642	0.7313664596273292	0.7458592132505176	0.7650103519668737	0.677536231884058	0.7929606625258799	0.8188405797101449	0.8012422360248447	0.6765010351966874	0.8747412008281573	0.760351966873706	0.7267080745341615	0.744824016563147	0.7753623188405797	0.7510351966873706	0.7743271221532091	0.765527950310559	0.7355072463768116	0.6785714285714286	0.7220496894409938	0.7639751552795031	0.7101449275362319	0.7846790890269151	0.7593167701863354	0.7536231884057971	0.7613871635610766	0.775879917184265
A10853	0.7255	0.9955	0.7905	0.832	0.8575	0.751	0.8535	0.8855	0.882	0.8375	0.7865	0.725	0.713	0.8595	0.7915	0.7445	0.754	0.764	0.7405	0.732	0.8785	0.742	0.715	0.734	0.789	0.724	0.735	0.839	0.6615	0.7175	0.819	0.6875	0.896	0.8595	0.8525	0.7235	0.837
A1448A	0.7362475442043221	0.768172888015717	0.9970530451866405	0.7883104125736738	0.7912573673870335	0.7765225933202358	0.7789783889980354	0.7858546168958742	0.787328094302554	0.7642436149312377	0.724950884086444	0.7141453831041258	0.7303536345776032	0.7868369351669942	0.6974459724950884	0.7671905697445972	0.7986247544204322	0.7951866404715128	0.6989194499017681	0.743614931237721	0.7784872298624754	0.7853634577603144	0.7450884086444007	0.7534381139489195	0.8079567779960707	0.756385068762279	0.7554027504911591	0.7632612966601179	0.7357563850687623	0.7175834970530451	0.7809430255402751	0.7264243614931237	0.8050098231827112	0.7917485265225933	0.7966601178781926	0.7568762278978389	0.8020628683693517
A26002	0.7305	0.8355	0.8025	1.0	0.8665	0.773	0.861	0.8595	0.874	0.8555	0.794	0.732	0.7225	0.8715	0.759	0.765	0.767	0.78	0.749	0.749	0.858	0.756	0.7245	0.7395	0.7785	0.7365	0.742	0.832	0.6795	0.723	0.8445	0.707	0.8665	0.8645	0.903	0.738	0.842
A41a	0.7376636455186304	0.8600201409869084	0.8091641490433031	0.8741188318227593	0.9984894259818731	0.7739174219536757	0.9083585095669687	0.8821752265861027	0.8862034239677744	0.8932527693856999	0.8257804632426989	0.7391742195367573	0.7351460221550856	0.9179254783484391	0.7774420946626385	0.7628398791540786	0.783987915407855	0.7804632426988922	0.7794561933534743	0.771399798590131	0.878147029204431	0.7593152064451159	0.7235649546827795	0.743705941591138	0.7990936555891238	0.7442094662638469	0.7421953675730111	0.8700906344410876	0.6797583081570997	0.7381671701913394	0.8615307150050352	0.7064451158106747	0.8932527693856999	0.9149043303121853	0.8851963746223565	0.7472306143001007	0.8962739174219537
A9	0.7962480458572173	0.7717561229807192	0.8311620635747785	0.8160500260552371	0.808754559666493	0.9973944762897342	0.7978113600833767	0.8056279312141741	0.8097967691505993	0.7863470557582074	0.7363210005211047	0.7410109431995832	0.8926524231370505	0.8045857217300677	0.7196456487754038	0.9218342886920271	0.9312141740489839	0.9327774882751433	0.7118290776446066	0.7988535695674831	0.7998957790515894	0.771235018238666	0.8332464825429912	0.9072433559145389	0.8009379885356956	0.8869202709744659	0.8999478895257946	0.7811360083376758	0.6946326211568525	0.7399687337154768	0.7842626367899947	0.7972902553413236	0.8124022928608651	0.7946847316310578	0.7873892652423137	0.8207399687337155	0.8077123501823866
Alf3	0.7519500780031201	0.8777951118044722	0.828393135725429	0.8944357774310973	0.9386375455018201	0.7904316172646906	0.998959958398336	0.9095163806552262	0.9126365054602185	0.9157566302652106	0.8538741549661987	0.7373894955798231	0.7384295371814873	0.9573582943317732	0.8013520540821633	0.7758710348413936	0.7904316172646906	0.7883515340613625	0.8101924076963078	0.766510660426417	0.9027561102444098	0.7639105564222569	0.7384295371814873	0.7722308892355694	0.7956318252730109	0.7602704108164327	0.7706708268330733	0.8985959438377535	0.702548101924077	0.7467498699947998	0.8673946957878315	0.7217888715548622	0.9152366094643786	0.9391575663026521	0.9053562142485699	0.749869994799792	0.9178367134685388
B301DR	0.7406281661600811	0.8860182370820668	0.8145896656534954	0.8738601823708206	0.8865248226950354	0.7750759878419453	0.8839918946301925	0.9979736575481256	0.9316109422492401	0.8632218844984803	0.8085106382978723	0.729483282674772	0.7386018237082067	0.8976697061803445	0.8105369807497467	0.767983789260385	0.7811550151975684	0.7821681864235056	0.7674772036474165	0.7624113475177305	0.9179331306990881	0.7487335359675785	0.7274569402228976	0.7467071935157041	0.7811550151975684	0.7386018237082067	0.7558257345491388	0.8617021276595744	0.6778115501519757	0.7304964539007093	0.8465045592705167	0.709726443768997	0.9300911854103343	0.8850050658561297	0.8779128672745694	0.7421479229989868	0.8642350557244174
B48	0.7246447819696228	0.8623223909848113	0.780499755022048	0.8441940225379716	0.8633023027927487	0.7555120039196472	0.8584027437530622	0.9034786869181773	0.9990200881920627	0.8309652131308183	0.7917687408133268	0.7079862812346889	0.7172954434100931	0.8706516413522783	0.7824595786379226	0.7447329740323371	0.753062224399804	0.7711905928466438	0.7373836354728075	0.740813326800588	0.9407153356197943	0.7349338559529642	0.7109260166585007	0.7315041646251838	0.7692307692307693	0.7241548260656541	0.7270945614894659	0.8255756981871631	0.6599706026457619	0.7065164135227829	0.835374816266536	0.6903478686918177	0.8975992160705536	0.8657520823125918	0.8530132288094071	0.7212150906418422	0.8471337579617835
BRIP34876	0.7381799694966955	0.8403660396542959	0.7925775292323335	0.8759532282663955	0.9018810371123538	0.7758007117437722	0.896797153024911	0.8698525673614642	0.8718861209964412	0.9984748347737672	0.824097610574479	0.730045754956787	0.7417386883579055	0.9028978139298424	0.7646161667513981	0.755465175394001	0.7813929842399593	0.7783426537874937	0.7890188103711235	0.7564819522114896	0.8642602948652771	0.7534316217590239	0.7183528215556685	0.7417386883579055	0.7829181494661922	0.7442806304016268	0.7412302999491611	0.8576512455516014	0.6781901372648703	0.7386883579054397	0.8398576512455516	0.6949669547534316	0.8784951703101169	0.9044229791560753	0.8784951703101169	0.7351296390442298	0.8769700050838841
